#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
566,Skelego,Dragonling,Undead,Dragonfire Fury,80,Dragon,#271,15.00%,Necro Blast,80,Undead,#436,20.00%,Blaze Rush,40,Dragon,#277,7.00%,Deathly Dismemberment,85,Undead,#370,15.00%,Eternal Graveyard,*****,#472,7.00%,Hellfire,*****,#454,15.00%,Protect,#377,5.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3A6A87260000028B
567,Furrfy,Normal,,Death Hug,125,Normal,#397,5.00%,Kick,30,Normal,#2,13.00%,Quick Attack,40,Normal,#25,14.00%,Snuggle Tackle,70,Normal,#27,10.00%,Taunt and Tease,****,#32,17.00%,Cuteness Overload,*****,#498,18.00%,Dodge,#376,10.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E515058270000028C
568,Ramrare,Dark,Normal,Dark Energy Blast,100,Dark,#291,13.00%,Shadow Assault,80,Dark,#432,12.00%,Psychic Surge,55,Psychic,#206,21.00%,Jet Strike,55,Normal,#26,9.00%,Sucker Punch,***,#448,12.00%,Dark Cloud,*****,#444,11.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E683629280000028D
569,Staram,Cosmic,Normal,Starry Nightfall,100,Cosmic,#346,15.00%,Starlight Burst,80,Cosmic,#435,12.00%,Quick Attack,40,Normal,#25,8.00%,Obilivion Orb,70,Dark,#297,21.00%,Special Talent,****,#446,9.00%,Lucky Comet,****,#471,11.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7F1BFA290000028E
570,Reptaur,Flying,Ground,Sand Whip,80,Ground,#163,20.00%,Aerial Assault,80,Flying,#181,11.00%,Digging Strike,55,Ground,#170,11.00%,Cyclone Kick,55,Flying,#188,11.00%,Sandstorm Shield,****,#176,18.00%,Sand Pit Trap,***,#175,13.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9601CB2A0000028F
571,Repterra,Flying,Ground,Sandstorm Fury,80,Ground,#164,19.00%,Earthquake,100,Ground,#165,15.00%,Talon Tornado,85,Flying,#190,9.00%,Steel Swipe,55,Steel,#314,7.00%,Tectonic Divide,*****,#461,11.00%,Strong Winds,*****,#462,10.00%,Protect,#377,5.00%,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EACE79C2B00000290
572,Koopar,Undead,Water,Nightshade Strike,100,Undead,#363,18.00%,Corpse Explosion,80,Undead,#361,13.00%,Umbral Uppercut,40,Dark,#295,11.00%,Water Whip,55,Water,#62,15.00%,Aqua Veil,***,#67,9%,Oceanic Domain,*****,#455,14.00%,Withdraw,#379,9.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC3CD6D2C00000291
573,Parasaur,Rock,Undead,Demonic Deluge,100,Undead,#364,15.00%,Obsidian Blast,100,Rock,#238,16.00%,Bedrock Blast,70,Rock,#243,15.00%,Undead Punch,75,Undead,#487,18.00%,Impenetrable Armour,****,#465,11.00%,Rock Shield,**,#246,13.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDAB33E2D00000292
574,Wowzer,Undead,Water,Whitefire,125,Dragon,#410,11.00%,Tsunami Slam,100,Water,#58,21.00%,Water Whip,55,Water,#62,14.00%,Decay Dive,55,Undead,#368,12.00%,Sucker Punch,***,#448,15.00%,Awaken,****,#447,9.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF1990F2E00000293
575,Iscare,Ghost,Ice,Ethereal Blast,80,Ghost,#254,12.00%,Apparition Slam,80,Ghost,#430,12.00%,Artic Chill,55,Ice,#116,12.00%,Cursed Cut,55,Ghost,#260,12.00%,Paranoia,*****,#445,18.00%,Sucker Punch,***,#448,20.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E087EE02F00000294
576,Iceygor,Ghost,Ice,Subzero Slash,100,Ice,#112,19.00%,Spectral Beam,50,Ghost,#252,9.00%,Low Sweep,40,Fighting,#133,8.00%,Crystal Crush,85,Ice,#118,24.00%,Freeze Ray,**,#120,11.00%,Paranoia,*****,#445,16.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1F64B13000000295
577,Noiry,Dark,Fairy,Shadowy Sweep,80,Dark,#290,13.00%,Magical Mist,50,Fairy,#323,15.00%,Eclipse Eruption,55,Dark,#296,13.00%,Psychic Surge,55,Psychic,#206,8.00%,Special Talent,****,#446,15.00%,Sucker Punch,***,#448,19.00%,Shadow Swap,#382,8.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E364A823100000296
578,Flutterfear,Dark,Fairy,Enchanted Mist,100,Fairy,#327,18.00%,Shadow Assault,80,Dark,#432,9.00%,Whirlwind Whack,70,Flying,#189,7.00%,Flutter Fury,70,Fairy,#333,17.00%,Strong Winds,*****,#462,15.00%,Dreamy Haze,*,#335,9.00%,Protect,#377,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4D30533200000297
579,Kombape,FIghting,,Fatal Sneak Attack,125,Fighting,#395,21.00%,Suplex Slam,80,Fighting,#127,15.00%,Malicious Pinch,70,Dark,#416,12.00%,Cross Chop,55,Fighting,#134,10.00%,Guard Up,***,#139,8.00%,Knacker,**,#450,15%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6416243300000298
580,Dravile,Bug,Poison,Poison Sting,30,Poison,#141,10.00%,Venomous Bite,50,Poison,#144,17.00%,Venom Pounce,70,Poison,#153,7.00%,Pincer Pinch,55,Bug,#224,8.00%,Pressure Point,*****,#440,22.00%,Rapid Evolution,****,#464,20.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7AFBF53400000299
581,Beezile,Bug,Poison,Rapid Sting,80,Bug,#428,13.00%,X-Scissor Strike,100,Bug,#219,13.00%,Bug Strike,75,Bug,#491,15.00%,Venom Pounce,70,Poison,#153,20.00%,Acid Rain,***,#157,10.00%,Toxic Wasteland,*****,#460,15.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E91E1C6350000029A
582,Valorling,Dragonling,Flying,Dragonfire Fury,80,Dragon,#271,14.00%,Aerial Assault,80,Flying,#181,12.00%,Dimensional Shredder,85,Dragon,#280,11.00%,Talon Tornado,85,Flying,#190,13.00%,Strong Winds,*****,#462,13.00%,Awaken,****,#447,8.00%,Protect,#377,5.00%,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA8C797360000029B
583,Gorstor,Ground,Steel,Sandblast,50,Ground,#162,10.00%,Metal Crush,50,Steel,#305,10.00%,Terra Tackle,40,Ground,#169,7.00%,Steel Swipe,55,Steel,#314,16.00%,Sandstorm Shield,****,#176,14.00%,Steel Plague,****,#320,18.00%,Burrow,#385,11%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBFAD68370000029C
584,Gorgear,Ground,Steel,Metal Whip,80,Steel,#307,19.00%,Chrono Steel Blast,100,Steel,#310,11.00%,Fissure Quake,85,Ground,#172,15.00%,Alloy Attack,40,Steel,#313,7.00%,Overdrive,*****,#469,10.00%,Iron Defense,**,#318,10.00%,Protect,#377,5.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED69339380000029D
585,Gorchrome,Ground,Steel,Ground Fissure,80,Ground,#425,11.00%,Rockslide Avalanche,120,Ground,#167,19.00%,Bolt Blade,70,Steel,#315,13.00%,Digging Strike,55,Ground,#170,9.00%,Tectonic Divide,*****,#461,8.00%,Knacker,**,#450,14.00%,Protect,#377,5.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EED790A390000029E
586,Univorb,Cosmic,,Starlight Burst,80,Cosmic,#435,10.00%,Poison Spike,80,Poison,#424,10.00%,Smack Down,70,Fighting,#135,10.00%,Obilivion Orb,70,Dark,#297,10.00%,Disarm,*****,#441,18%,Blinding Light,**,#451,18.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E045EDB3A0000029F
587,Sparkleflow,Fairy,Water,Water Gun,50,Water,#53,9.00%,Glittering Sweep,80,Fairy,#326,13.00%,Rain Dance Rush,40,Water,#61,15.00%,Fairy Strike,55,Fairy,#332,15.00%,Wonderland,****,#470,18.00%,Soothing Voice,***,#452,16.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1B44AC3B000002A0
588,Flowither,Fairy,Water,Sparkle Burst,80,Fairy,#434,10.00%,Dragonic Dive,80,Dragon,#431,10.00%,Flutter Fury,70,Fairy,#333,17.00%,Torrential Tempest,70,Water,#63,17.00%,Counter Attack,***,#449,11.00%,Special Talent,****,#446,12.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E322A7D3C000002A1
589,Bearabull,Dark,Fighting,Fatal Sneak Attack,125,Fighting,#395,28.00%,Shadow Assault,80,Dark,#432,12.00%,Close Combat,85,Fighting,#136,12.00%,Extreme Speed,85,Normal,#28,11.00%,Courageous Roar,**,#138,7.00%,Spirit Boost,*,#137,6.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E49104E3D000002A2
590,Steeling,Dragonling,Steel,Metallic Rush,80,Steel,#308,18.00%,Whitefire,125,Dragon,#410,14.00%,Steel Swipe,55,Steel,#314,12.00%,Omega Steel Strike,85,Steel,#316,10.00%,Ancient Rage,****,#284,10.00%,Metallic Harden,***,#319,5.00%,Protect,#377,5.00%,Miss,#1,31.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5FF61F3E000002A3
591,Cosbeing,Cosmic,,Cosmic Ray Beam,100,Cosmic,#345,18.00%,Archaic Eruption,120,Fire,#41,9.00%,Cosmic Power,75,Cosmic,#480,13.00%,Obilivion Orb,70,Dark,#297,13.00%,Pheonix Fury,****,#50,9.00%,Hypnosis Haze,*,#209,14.00%,Protect,#377,9.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E196A5F7E000002E3
592,Faximili,Dragonling,Psychic,Obliterating Breath,120,Dragon,#275,14.00%,Rampage,80,Dragon,#272,16.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Fire Power,75,Fire,#473,15.00%,Deafening Scream,***,#453,12.00%,Hypnosis Haze,*,#209,8.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E154A5A89000002EE
593,Kortinya,Dragonling,Fairy,Piercing Sparkle,125,Fairy,#413,23.00%,Dragonic Dive,80,Dragon,#431,9.00%,Heavenly Hurricane,85,Fairy,#334,19.00%,Blaze Rush,40,Dragon,#277,8.00%,Dreamy Haze,*,#335,16.00%,Gust,*,#281,15.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2C302B8A000002EF
594,Deadstar,Fairy,Undead,Necro Blast,80,Undead,#436,17.00%,Touch of Death,125,Undead,#414,8.00%,Fairy Strike,55,Fairy,#332,15.00%,Retribution,75,Electric,#516,16.00%,Deathly Curse,**,#372,18.00%,Direct Explosion,*****,#438,11.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4315FC8B000002F0
595,Driplet,Water,,Tidal Wave,80,Water,#55,12.00%,Surf Strike,50,Water,#54,12.00%,Water Whip,55,Water,#62,17.00%,Cold Snap Kick,40,Ice,#115,12.00%,Briny Blast,****,#68,17.00%,Awaken,****,#447,14.00%,Protect,#377,6.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E59FBCD8C000002F1
596,Emdrop,Ice,Water,Frost Nova,80,Ice,#109,23.00%,Subzero Slash,100,Ice,#112,15.00%,Drenching Downpour,85,Water,#64,18.00%,Artic Chill,55,Ice,#116,10.00%,Aqua Veil,***,#67,12.00%,Ice Wall,***,#121,12.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E70E19E8D000002F2
597,Pengking,Ice,Water,Vortex Tsunami,125,Water,#399,21.00%,Tsunami Slam,100,Water,#58,11.00%,Hailstorm Fury,70,Ice,#117,8.00%,Ice Lance,75,Ice,#517,12.00%,Icy Wind,*,#119,15.00%,Sub Zero,*****,#458,15.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E87C76F8E000002F3
598,Scrunny,Normal,,Death Hug,125,Normal,#397,7.00%,Skull Bash,80,Normal,#14,16.00%,Jet Strike,55,Normal,#26,9.00%,Electro Ball,70,Electric,#99,18.00%,Cuteness Overload,*****,#498,18.00%,Knacker,**,#450,14.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9EAD408F000002F4
599,Loudboud,Normal,,Death Charge,120,Normal,#23,16.00%,Jaw Crush,85,Normal,#16,15.00%,Extreme Speed,85,Normal,#28,10.00%,Dragon Punch,75,Dragon,#484,8.00%,Neck Snap,*****,#439,13.00%,Special Talent,****,#446,10.00%,Protect,#377,5.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB5931190000002F5
600,Toxagon,Dragon,Poison,Venom Nova,125,Poison,#403,8.00%,Toxic Tornado,100,Poison,#148,10.00%,Venom Pounce,70,Poison,#153,15.00%,Dimensional Shredder,85,Dragon,#280,20.00%,Dragonfire Cloak,****,#467,11.00%,Pressure Point,*****,#440,18.00%,Illusion,#392,8%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECC78E291000002F6
601,Angelix,Fairy,Flying,Glittering Sweep,80,Fairy,#326,24.00%,Hurricane,100,Flying,#183,8.00%,Fairy Strike,55,Fairy,#332,16.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Blinding Light,**,#451,10.00%,Special Talent,****,#446,10.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE35EB392000002F7
602,Anjira,Fairy,Flying,Chain Lightning,100,Electric,#510,18.00%,Aeroblast,120,Flying,#186,15.00%,Pixie Power,40,Fairy,#331,8.00%,Cyclone Kick,55,Flying,#188,8.00%,Strong Winds,*****,#462,15.00%,Soothing Voice,***,#452,10.00%,Protect,#377,5.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFA448493000002F8
603,Lovebee,Flying,Normal,Wing Slash,50,Flying,#180,10.00%,Feather Hurricane,50,Flying,#179,15.00%,Dive Tackle,40,Flying,#187,8.00%,Whirlwind Whack,70,Flying,#189,13.00%,Feathered Fling,****,#194,18.00%,Brave Bird,***,#193,22.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E112A5594000002F9
604,Lovebat,Flying,Normal,Echo Wave,50,Normal,#10,8.00%,Body Slam,60,Normal,#11,13.00%,Snuggle Tackle,70,Normal,#27,17.00%,Extreme Speed,85,Normal,#28,16.00%,Counter Attack,***,#449,12.00%,Disarm,*****,#441,16.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E28102695000002FA
605,Lovemi,Flying,Normal,Dive Bomb,100,Flying,#184,16.00%,Wild Rush,80,Normal,#15,7.00%,Whirlwind Whack,70,Flying,#189,14.00%,Cyclone Kick,55,Flying,#188,8.00%,Knacker,**,#450,10.00%,Strong Winds,*****,#462,18.00%,Protect,#377,5.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3EF5F796000002FB
606,Metalzerg,Psychic,Steel,Steel Beam Cannon,30,Steel,#304,7.00%,Zen Headbutt,80,Psychic,#200,15.00%,Steel Swipe,55,Steel,#314,14.00%,Bolt Blade,70,Steel,#315,18.00%,Mind Control,***,#211,12.00%,Steel Plague,****,#320,12.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E55DBC897000002FC
607,Astrosaw,Psychic,Steel,Chrono Steel Blast,100,Steel,#310,17.00%,Psyshock Slam,100,Psychic,#202,16.00%,Steel Swipe,55,Steel,#314,17.00%,Psychic Surge,55,Psychic,#206,10.00%,Knacker,**,#450,11.00%,Counter Attack,***,#449,8.00%,Protect,#377,5.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6CC19998000002FD
608,Flamezar,Fire,Ground,Magma Blast,80,Fire,#38,15.00%,Flame Charge,50,Fire,#36,11.00%,Digging Strike,55,Ground,#170,12.00%,Flame Whirlwind,70,Fire,#45,13.00%,Hellfire,*****,#454,16.00%,Fire Cloak,*,#47,18.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E83A76A99000002FE
609,Magmolar,Fire,Ground,Whitefire,125,Dragon,#410,8.00%,Magma Blast,80,Fire,#38,10.00%,Tremor Shake,70,Ground,#171,12.00%,Ground Punch,75,Ground,#482,15.00%,Tectonic Divide,*****,#461,17.00%,Blinding Light,**,#451,13.00%,Protect,#377,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9A8D3B9A000002FF
610,Eggaur,Dragonling,,Wyrm Whirlwind,30,Dragon,#268,5.00%,Serpentine Slash,50,Dragon,#269,10.00%,Jet Strike,55,Normal,#26,13.00%,Blaze Rush,40,Dragon,#277,10.00%,Disarm,*****,#441,21.00%,Dragonfire Cloak,****,#467,20.00%,Protect,#377,5.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB1730C9B00000300
611,Dinoshine,Dragonling,,Dragonfire Fury,80,Dragon,#271,16.00%,Dragon Leap,100,Dragon,#274,8.00%,Supernova,70,Dragon,#279,18.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Awaken,****,#447,15.00%,Scale Armour,**,#282,12.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC858DD9C00000301
612,Fractosaur,Dragonling,,Dragonic Dive,80,Dragon,#431,13.00%,Rampage,80,Dragon,#272,11.00%,Solar Storm,70,Cosmic,#351,14.00%,Drenching Downpour,85,Water,#64,16.00%,Dragonfire Cloak,****,#467,14.00%,Ice Wall,***,#121,10.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDF3EAE9D00000302
613,Nidel,Flying,Poison,Venomous Bite,50,Poison,#144,17.00%,Poisonous Whirlwind,80,Poison,#146,15.00%,Whirlwind Whack,70,Flying,#189,16.00%,Venom Pounce,70,Poison,#153,16.00%,Toxic Wasteland,*****,#460,10.00%,Sucker Punch,***,#448,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6247F9E00000303
614,Soularon,Dragonling,Poison,Toxic Tornado,100,Poison,#148,20.00%,Tailwhip,50,Dragon,#270,15.00%,Blaze Rush,40,Dragon,#277,10.00%,Noxious Eruption,85,Poison,#154,19.00%,Deafening Scream,***,#453,11.00%,Strong Winds,*****,#462,13.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0D0A509F00000304
615,Pollup,Water,,Water Gun,50,Water,#53,5.00%,Tidal Wave,80,Water,#55,12.00%,Water Whip,55,Water,#62,12.00%,Bug Brawl,40,Bug,#223,14.00%,Briny Blast,****,#68,18.00%,Rapid Evolution,****,#464,18.00%,Dive,#387,10.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E23F021A000000305
616,Frollug,Poison,Water,Hydro Cannon,80,Water,#56,15.00%,Acid Splash,80,Poison,#145,20.00%,Torrential Tempest,70,Water,#63,16.00%,Sludge Cannon,55,Poison,#152,6.00%,Venemous Vortex,****,#158,12.00%,Toxic Wasteland,*****,#460,11.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3AD5F2A100000306
617,Amphibillup,Electric,Poison,Poison Spike,80,Poison,#424,10.00%,Electro Storm,100,Electric,#93,9.00%,Electro Ball,70,Electric,#99,17.00%,Spark Shuriken,55,Electric,#98,20.00%,Eye of the Storm,*****,#457,16.00%,Corrosive Vapors,**,#156,15.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E51BBC3A200000307
618,Chompy,Ground,Rock,Rock Shot,80,Rock,#429,16.00%,Sandblast,50,Ground,#162,10.00%,Fossil Fury,55,Rock,#242,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Impenetrable Armour,****,#465,18.00%,Sandstorm Shield,****,#176,14.00%,Evade,#375,11.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E68A194A300000308
619,Stompy,Ground,Rock,Jaw Crush,85,Normal,#16,13.00%,Earthquake,100,Ground,#165,17.00%,Tremor Shake,70,Ground,#171,16.00%,Geode Grenade,85,Rock,#244,20.00%,Knacker,**,#450,12.00%,Counter Attack,***,#449,11.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7F8765A400000309
620,Shrubly,Grass,,Grass Whirlwind,50,Grass,#71,13.00%,Bramble Barrage,80,Grass,#73,15.00%,Blossom Blast,40,Grass,#79,15.00%,Pixie Power,40,Fairy,#331,9.00%,Leaf Wrap,*****,#443,20.00%,Special Talent,****,#446,16.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E966D36A50000030A
621,Stumporus,Grass,Ground,Thorn Blizzard,120,Grass,#77,22.00%,Seed Bomb,80,Grass,#74,11.00%,Tremor Shake,70,Ground,#171,13.00%,Digging Strike,55,Ground,#170,10.00%,Seed Scatter,***,#85,13.00%,Sandstorm Shield,****,#176,12.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAD5307A60000030B
622,Monguuze,Flying,Rock,Sandblast,50,Ground,#162,8.00%,Soaring Strike,80,Flying,#182,14.00%,Bedrock Blast,70,Rock,#243,17.00%,Geode Grenade,85,Rock,#244,17.00%,Feathered Fling,****,#194,11.00%,Quarry Coffin,****,#248,14.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC438D8A70000030C
623,Psydoll,Poison,Psychic,Venom Nova,125,Poison,#403,12.00%,Brain Torment,80,Psychic,#427,11.00%,Aura Sphere Blast,70,Psychic,#207,18.00%,Solar Storm,70,Cosmic,#351,16.00%,Disarm,*****,#441,10.00%,Blinding Light,**,#451,14.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDB1EA9A80000030D
624,Obsidi,Dragonling,Rock,Rock Shot,80,Rock,#429,16.00%,Stone Storm,80,Rock,#236,12.00%,Supernova,70,Dragon,#279,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Ancient Rage,****,#284,16.00%,Deafening Scream,***,#453,15.00%,Dodge,#376,10.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF2047AA90000030E
625,Dragomite,Dragonling,Rock,Claw Crush,100,Dragon,#273,21.00%,Gemstone Missile,80,Rock,#235,14.00%,Dimensional Shredder,85,Dragon,#280,16.00%,Rock Power,75,Rock,#479,18.00%,Impenetrable Armour,****,#465,10.00%,Knacker,**,#450,8.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E08EA4BAA0000030F
626,Bubboni,Fairy,Water,Hydro Cannon,80,Water,#56,17.00%,Tidal Wave,80,Water,#55,18.00%,Water Whip,55,Water,#62,10.00%,Flutter Fury,70,Fairy,#333,15.00%,Seafoam Shield,*,#65,12.00%,Special Talent,****,#446,15.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1FD01CAB00000310
627,Bubstalion,Fairy,Water,Sparkle Burst,80,Fairy,#434,15.00%,Glittering Sweep,80,Fairy,#326,15.00%,Drenching Downpour,85,Water,#64,19.00%,Fairy Strike,55,Fairy,#332,10.00%,Knacker,**,#450,13.00%,Counter Attack,***,#449,11.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E36B5EDAC00000311
628,Lizi,Dragonling,,Skull Bash,80,Normal,#14,15.00%,Head Kick,70,Normal,#13,12.00%,Blaze Rush,40,Dragon,#277,15.00%,Jet Strike,55,Normal,#26,15.00%,Dragonfire Cloak,****,#467,15.00%,Ancient Rage,****,#284,17.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4D9BBEAD00000312
629,Lizarmour,Dragonling,,Claw Crush,100,Dragon,#273,17.00%,Rampage,80,Dragon,#272,8.00%,Talon Hammer,55,Dragon,#278,11.00%,Supernova,70,Dragon,#279,20.00%,Awaken,****,#447,20.00%,Scale Armour,**,#282,10.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E64818FAE00000313
630,Mekchomp,Dragonling,,Dragonic Dive,80,Dragon,#431,15.00%,Obliterating Breath,120,Dragon,#275,20.00%,Zap Kick,40,Electric,#97,11.00%,Blaze Rush,40,Dragon,#277,8.00%,Deafening Scream,***,#453,10.00%,Neck Snap,*****,#439,18.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7B6760AF00000314
631,Cosberry,Cosmic,Fairy,Twinkle Tackle,80,Fairy,#325,20.00%,Radiant Ray,100,Fairy,#328,9.00%,Fairy Strike,55,Fairy,#332,8.00%,Solar Storm,70,Cosmic,#351,12.00%,Cosmic Radiation,***,#355,11.00%,Counter Attack,***,#449,20.00%,Withdraw,#379,7.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E924D31B000000315
632,Cosflower,Cosmic,Fairy,Black Hole Implosion,120,Cosmic,#347,22.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Solar Storm,70,Cosmic,#351,15.00%,Fairy Strike,55,Fairy,#332,11.00%,Lucky Comet,****,#471,8.00%,Dreamy Haze,*,#335,10.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA93302B100000316
