#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
407,Urchike,Poison,Water,Poison Spike,80,Poison,#424,21.00%,Aqua Shot,80,Water,#419,16.00%,Fossil Fury,55,Rock,#242,10.00%,Noxious Eruption,85,Poison,#154,24.00%,Corrosive Vapors,**,#156,5.00%,Counter Attack,***,#449,14.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1CB38D7D000001E2
408,Faeling,Dragonling,Fairy,Sparkle Burst,80,Fairy,#434,19.00%,Arc Lightning,80,Electric,#421,18.00%,Blaze Rush,40,Dragon,#277,11.00%,Flutter Fury,70,Fairy,#333,14.00%,Soothing Voice,***,#452,9.00%,Disarm,*****,#441,8.00%,Evade,#375,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E33995E7E000001E3
409,Cosfox,Cosmic,Steel,Galactic Singularity,120,Cosmic,#348,18.00%,Titan Steel Tempest,120,Steel,#312,19.00%,Aurora Blast,55,Cosmic,#350,10.00%,Umbral Uppercut,40,Dark,#295,9.00%,Dead Calm,*****,#437,9.00%,Fire Cloak,*,#47,6.00%,,,,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4A7F2F7F000001E4
410,Volcanigon,Dragon,Fire,Fireball Storm,120,Fire,#42,21.00%,Ground Shatter,100,Ground,#166,8.00%,Blaze Rush,40,Dragon,#277,9.00%,Dragon Punch,75,Dragon,#484,16.00%,Hellfire,*****,#454,17.00%,Deafening Scream,***,#453,7.00%,Fly,#391,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E61650080000001E5
69420,Mr. Meme,Cosmic,Fairy,Glittering Sweep,80,Fairy,#326,16.00%,Interdimensional Rift,80,Cosmic,#343,12.00%,Interstellar Impact,85,Cosmic,#352,10.00%,Smack Down,70,Fighting,#135,12.00%,Aurora Borealis,****,#356,14.00%,Thought Scramble,****,#212,7.00%,Decoy,#384,12.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6BC89EA0000014F
100001,Mussop,Normal,,Flurry of Blows,90,Normal,#18,18.00%,Dive Bomb,100,Flying,#184,13.00%,Quick Attack,40,Normal,#25,19.00%,Close Combat,85,Fighting,#136,14.00%,Taunt and Tease,****,#32,15.00%,Screech,***,#31,8.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9808B6B80000001D
100002,Parrous,Flying,,Hurricane,100,Flying,#183,12.00%,Radiant Ray,100,Fairy,#328,16.00%,Whirlwind Whack,70,Flying,#189,7.00%,Heavenly Hurricane,85,Fairy,#334,8.00%,Brave Bird,***,#193,12.00%,Feathered Fling,****,#194,12.00%,Evade,#375,14.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E12C5D5A70000000C
100003,Botto,Steel,,Metallic Rush,80,Steel,#308,10.00%,Last Resort,120,Normal,#24,16.00%,Omega Steel Strike,85,Steel,#316,8.00%,Close Combat,85,Fighting,#136,9.00%,Screech,***,#31,12.00%,Metallic Harden,***,#319,13.00%,Protect,#377,8.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E29ABA6A80000000D
100004,Styleep,Psychic,,Zen Headbutt,80,Psychic,#200,7.00%,Reality Bend,125,Psychic,#406,20.00%,Psychic Surge,55,Psychic,#206,10.00%,Interstellar Impact,85,Cosmic,#352,15.00%,Mind Control,***,#211,12.00%,Thought Scramble,****,#212,19.00%,Mirage,#383,7.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E409177A90000000E
100005,Minkiboo,Ground,Psychic,Sandblast,50,Ground,#162,4.00%,Mystic Moonbeam,120,Fairy,#329,17.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Digging Strike,55,Ground,#170,10.00%,Sand Pit Trap,***,#175,10.00%,Sandstorm Shield,****,#176,20.00%,Burrow,#385,9.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7D6E4C3D000000A2
100006,Cornape,Normal,,Suplex Slam,80,Fighting,#127,9.00%,Dragon Kick,120,Fighting,#131,21.00%,Cross Chop,55,Fighting,#134,9.00%,Flurry of Blows,90,Normal,#18,16.00%,Taunt and Tease,****,#32,13.00%,Dreamy Haze,*,#335,12.00%,Dodge,#376,3.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E577748AA0000000F
100007,Cuppy,Water,,Vortex Tsunami,125,Water,#399,10.00%,Poison Spike,80,Poison,#424,10.00%,Water Whip,55,Water,#62,12.00%,Close Combat,85,Fighting,#136,15.00%,Bubble Barrier,**,#66,10.00%,Briny Blast,****,#68,22.00%,Dive,#387,6.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6E5D19AB00000010
100008,Purrf,Fairy,,Angelic Annihilation,120,Fairy,#330,9.00%,Piercing Sparkle,125,Fairy,#413,13.00%,Pixie Power,40,Fairy,#331,11.00%,Solar Storm,70,Cosmic,#351,14.00%,Shimmering Symphony,****,#338,16.00%,Lullaby,**,#30,6.00%,Mirage,#383,13.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8542EAAC00000011
100009,Pawz,Normal,,Ground Pound,30,Ground,#160,12.00%,Midnight Maul,80,Dark,#289,18.00%,Geode Grenade,85,Rock,#244,12.00%,Extreme Speed,85,Normal,#28,13.00%,Mind Control,***,#211,10.00%,Taunt and Tease,****,#32,16.00%,Dodge,#376,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9C28BBAD00000012
100010,Xen,Ghost,Psychic,Psyshock Slam,100,Psychic,#202,22.00%,Galactic Singularity,120,Cosmic,#348,22.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Interstellar Impact,85,Cosmic,#352,6.00%,Soul Drain,***,#265,8.00%,Aurora Borealis,****,#356,8.00%,Shadow Swap,#382,11.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB30E8CAE00000013
100011,Dropp-A,Flying,Steel,Dive Bomb,100,Flying,#184,15.00%,Metal Fang,100,Steel,#309,15.00%,Steel Swipe,55,Steel,#314,10.00%,Crawler Clobber,85,Bug,#226,14.00%,Iron Defense,**,#318,9.00%,Metallic Harden,***,#319,14.00%,Evade,#375,10.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC9F45DAF00000014
100012,Mushy,Poison,,Venoshock,120,Poison,#150,21.00%,Hyperspace Punch,120,Psychic,#204,17.00%,Poisonous Puddle,40,Poison,#151,11.00%,Noxious Eruption,85,Poison,#154,9.00%,Acid Rain,***,#157,8.00%,Venemous Vortex,****,#158,9.00%,Withdraw,#379,12.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE0DA2EB000000015
100013,Hadaboi,Fire,,Inferno Blitz,80,Fire,#37,13.00%,Fireball Storm,120,Fire,#42,24.00%,Searing Strike,55,Fire,#44,15.00%,Close Combat,85,Fighting,#136,5.00%,Molten Maelstrom,***,#49,16.00%,Sucker Punch,***,#448,7.00%,Evade,#375,11.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAEEE87B90000001E
100015,Rex,Normal,Steel,Metal Fang,100,Steel,#309,23.00%,Metallic Rush,80,Steel,#308,17.00%,Extreme Speed,85,Normal,#28,16.00%,Omega Steel Strike,85,Steel,#316,11.00%,Lullaby,**,#30,14.00%,Rust,*,#317,5.00%,Burrow,#385,4.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0EA5D0B200000017
100016,Yonioid,Normal,Psychic,Hyperspace Punch,120,Psychic,#204,14.00%,Cosmic Ray Beam,100,Cosmic,#345,18.00%,Psychic Surge,55,Psychic,#206,12.00%,Telepathic Tempest,85,Psychic,#208,23.00%,Telekinetic Shield,**,#210,8.00%,Cosmic Radiation,***,#355,7.00%,Riftwalk,#381,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E258BA1B300000018
100017,Blokboi,Dark,,Darkness Plunge,125,Dark,#411,16.00%,Dragon Kick,120,Fighting,#131,23.00%,Obilivion Orb,70,Dark,#297,7.00%,Deathly Dismemberment,85,Undead,#370,8.00%,Gravel Grind,*,#245,9.00%,Taunt and Tease,****,#32,7.00%,Dodge,#376,13.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3C7172B400000019
100018,Peepo,Ground,Water,Mystic Moonbeam,120,Fairy,#329,16.00%,Telepathic Tempest,85,Psychic,#208,14.00%,Drenching Downpour,85,Water,#64,7.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Briny Blast,****,#68,12.00%,Thought Scramble,****,#212,7.00%,Dive,#387,14.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E535743B50000001A
100019,Subzeroge,Dark,Ice,Subzero Slash,100,Ice,#112,22.00%,Bone Breaker,100,Fighting,#129,23.00%,Obilivion Orb,70,Dark,#297,13.00%,Extreme Speed,85,Normal,#28,11.00%,Dark Whispers,**,#300,5.00%,Blizzard Cataclysm,****,#122,11.00%,Leap,#380,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6A3D14B60000001B
100020,Eaglord,Flying,,Soaring Strike,80,Flying,#182,14.00%,Dive Bomb,100,Flying,#184,19.00%,Whirlwind Whack,70,Flying,#189,17.00%,Flutter Fury,70,Fairy,#333,10.00%,Brave Bird,***,#193,9.00%,Feathered Fling,****,#194,7.00%,Evade,#375,10.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8122E5B70000001C
100021,Fortuna,Water,,Whirlpool Vortex,120,Water,#60,20.00%,Winter's Wrath,120,Ice,#113,14.00%,Water Whip,55,Water,#62,19.00%,Smack Down,70,Fighting,#135,15.00%,Seafoam Shield,*,#65,5.00%,Briny Blast,****,#68,6.00%,Dive,#387,8.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9874223300000098
100022,Agent Z,Dark,,Dark Energy Blast,100,Dark,#291,11.00%,Fatal Sneak Attack,125,Fighting,#395,13.00%,Eternal Nightfall,85,Dark,#298,10.00%,Extreme Speed,85,Normal,#28,13.00%,Demonic Dread,***,#301,22.00%,Confuse Ray,*,#29,8.00%,Evade,#375,12.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAF59F33400000099
100023,Punkony,Fairy,Flying,Mystic Moonbeam,120,Fairy,#329,22.00%,Twinkle Tackle,80,Fairy,#325,17.00%,Cyclone Kick,55,Flying,#188,15.00%,Extreme Speed,85,Normal,#28,12.00%,Charm Beam,**,#336,5.00%,Shimmering Symphony,****,#338,5.00%,Evade,#375,8.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC63FC4350000009A
100024,Keggo,Normal,Undead,Skeletal Strike,50,Undead,#360,8.00%,Corpse Explosion,80,Undead,#361,12.00%,Deathly Dismemberment,85,Undead,#370,20.00%,Eternal Nightfall,85,Dark,#298,15.00%,Deathly Curse,**,#372,11.00%,Ghostly Possession,****,#266,9.00%,Dodge,#376,11.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDD2595360000009B
100025,Shillord,Poison,Undead,Corrosive Comet,120,Poison,#149,16.00%,Undead Apocalypse,120,Undead,#366,17.00%,Venom Pounce,70,Poison,#153,10.00%,Smack Down,70,Fighting,#135,12.00%,Venemous Vortex,****,#158,7.00%,Ancient Power,***,#247,8.00%,Dodge,#376,13.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF40B66370000009C
100026,Cthulu,Cosmic,Psychic,Galactic Singularity,120,Cosmic,#348,11.00%,Nightshade Strike,100,Undead,#363,16.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Thought Scramble,****,#212,10.00%,Aurora Borealis,****,#356,9.00%,Illusion,#392,11.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0AF137380000009D
100027,Hootell,Flying,Ground,Hurricane,100,Flying,#183,20.00%,Mental Shockwave,100,Psychic,#201,15.00%,Terra Tackle,40,Ground,#169,17.00%,Talon Tornado,85,Flying,#190,23.00%,Sand Pit Trap,***,#175,5.00%,Feathered Fling,****,#194,5.00%,Evade,#375,3.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E21D708390000009E
100028,Munkeee,Normal,,Starry Nightfall,100,Cosmic,#346,15.00%,Head Kick,70,Normal,#13,8.00%,Aurora Blast,55,Cosmic,#350,6.00%,Close Combat,85,Fighting,#136,11.00%,Charm Beam,**,#336,15.00%,Thought Scramble,****,#212,21.00%,Backflip,#378,10.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E38BCD93A0000009F
100029,XSTIKMAN,Cosmic,,Interdimensional Rift,80,Cosmic,#343,10.00%,Ethereal Blast,80,Ghost,#254,8.00%,Solar Storm,70,Cosmic,#351,15.00%,Dimensional Shredder,85,Dragon,#280,18.00%,Space Time Warp,**,#354,11.00%,Aurora Borealis,****,#356,16.00%,Decoy,#384,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEFEB6142000000A7
100030,Cofftea,Ghost,Normal,Ghastly Grapple,100,Ghost,#256,20.00%,Flame Cannon,100,Fire,#39,15.00%,Night Terror,70,Ghost,#261,8.00%,Extreme Speed,85,Normal,#28,7.00%,Draining Kiss,***,#337,15.00%,Taunt and Tease,****,#32,12.00%,Mirage,#383,10.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4FA2AA3B000000A0
100031,Weslord,Water,Cosmic,Vortex Tsunami,125,Water,#399,12.00%,Starlight Burst,80,Cosmic,#435,17.00%,Aurora Blast,55,Cosmic,#350,15.00%,Crystal Crush,85,Ice,#118,16.00%,Briny Blast,****,#68,11.00%,Aurora Borealis,****,#356,8.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0BC80E2E00000193
100032,Junk-E,Steel,,Metallic Rush,80,Steel,#308,16.00%,Absolute Iron,125,Steel,#412,15.00%,Extreme Speed,85,Normal,#28,19.00%,Tremor Shake,70,Ground,#171,15.00%,Steel Plague,****,#320,6.00%,Rust,*,#317,4.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E22ADDF2F00000194
100033,Foo,Steel,,Metal Fang,100,Steel,#309,7.00%,Bone Breaker,100,Fighting,#129,17.00%,Extreme Speed,85,Normal,#28,16.00%,Omega Steel Strike,85,Steel,#316,18.00%,Metallic Harden,***,#319,8.00%,Courageous Roar,**,#138,8.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3993B03000000195
100034,Mr. Mee Ow,Dark,,Scratch,30,Normal,#4,8.00%,Fatal Sneak Attack,125,Fighting,#395,24.00%,Dark Punch,75,Dark,#485,12.00%,Eternal Nightfall,85,Dark,#298,16.00%,Demonic Dread,***,#301,5.00%,Counter Attack,***,#449,6.00%,Decoy,#384,15.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E99B664A400000209
100035,Bit & Homp,Electric,Ghost,Voltage Overload,125,Electric,#401,15.00%,Ethereal Blast,80,Ghost,#254,20.00%,Night Terror,70,Ghost,#261,17.00%,Electro Ball,70,Electric,#99,19.00%,Paranoia,*****,#445,9.00%,Ghostly Possession,****,#266,6.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB09C35A50000020A
100036,Zehabit,Electric,Fighting,Bone Breaker,100,Fighting,#129,15.00%,Electric Whip,80,Electric,#92,16.00%,Close Combat,85,Fighting,#136,14.00%,Omega Steel Strike,85,Steel,#316,21.00%,Thunderous Roar,***,#103,12.00%,Spirit Boost,*,#137,7.00%,Counter,#389,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC78206A60000020B
100037,Aristorat,Normal,,Bump and Run,100,Normal,#20,23.00%,Ground Shatter,100,Ground,#166,14.00%,Psychic Surge,55,Psychic,#206,8.00%,Umbral Uppercut,40,Dark,#295,7.00%,Screech,***,#31,15.00%,Special Talent,****,#446,17.00%,,,,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDE67D7A70000020C
100038,Anbunny,Fighting,,Fatal Sneak Attack,125,Fighting,#395,20.00%,Poison Spike,80,Poison,#424,18.00%,Omega Steel Strike,85,Steel,#316,15.00%,Close Combat,85,Fighting,#136,19.00%,Guard Up,***,#139,8.00%,Spirit Boost,*,#137,10.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF54DA8A80000020D
100039,Thurstrap,Cosmic,,Starlight Burst,80,Cosmic,#435,11.00%,Piercing Sparkle,125,Fairy,#413,18.00%,Extreme Speed,85,Normal,#28,15.00%,Interstellar Impact,85,Cosmic,#352,9.00%,Aurora Borealis,****,#356,12.00%,Soothing Voice,***,#452,7.00%,,,,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0C3379A90000020E
200001,Experiment 001,Fire,Ghost,Fire Ball,80,Fire,#418,10.00%,Poltergeist Strike,50,Ghost,#251,8.00%,Cursed Cut,55,Ghost,#260,12.00%,Flame Whirlwind,70,Fire,#45,9.00%,Hellfire,*****,#454,19.00%,Eerie Mist,*****,#466,18.00%,,,,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E784AD181000001E6
200002,Experiment 002,Cosmic,Normal,Starlight Burst,80,Cosmic,#435,15.00%,Death Hug,125,Normal,#397,15.00%,Night Terror,70,Ghost,#261,13.00%,Electro Ball,70,Electric,#99,7.00%,Lucky Comet,****,#471,21.00%,Haunting Curse,**,#264,12.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8F30A282000001E7
200003,Experiment 003,Poison,Psychic,Reality Bend,125,Psychic,#406,8.00%,Toxic Tornado,100,Poison,#148,12.00%,Noxious Eruption,85,Poison,#154,16.00%,Solar Storm,70,Cosmic,#351,8.00%,Pressure Point,*****,#440,18.00%,Soothing Voice,***,#452,10.00%,Mirage,#383,8.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA6167383000001E8
200004,Experiment 004,Fighting,Rock,Cataclysm,125,Ground,#404,13.00%,Rock Shot,80,Rock,#429,18.00%,Close Combat,85,Fighting,#136,7.00%,Geode Grenade,85,Rock,#244,8.00%,Quarry Coffin,****,#248,19.00%,Lazer Focus,*****,#459,7.00%,Leap,#380,9.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBCFC4484000001E9
200005,Experiment 005,Psychic,Water,Water Gun,50,Water,#53,13.00%,Psyshock Slam,100,Psychic,#202,8.00%,Telepathic Tempest,85,Psychic,#208,11.00%,Rain Dance Rush,40,Water,#61,9.00%,Oceanic Domain,*****,#455,20.00%,Sacred Garden,*****,#456,17.00%,,,,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED3E21585000001EA
200006,Experiment 006,Ghost,Undead,Zen Headbutt,80,Psychic,#200,12.00%,Apparition Slam,80,Ghost,#430,22.00%,Night Terror,70,Ghost,#261,15.00%,Ghoulish Grab,40,Undead,#367,9.00%,Eerie Mist,*****,#466,15.00%,Disarm,*****,#441,7.00%,Shadow Swap,#382,9.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEAC7E686000001EB
200007,Experiment 007,Rock,Water,Aqua Shot,80,Water,#419,13.00%,Meteoric Impact,125,Rock,#408,18.00%,Rock Throw,40,Rock,#241,8.00%,Close Combat,85,Fighting,#136,16.00%,Knacker,**,#450,17.00%,Neck Snap,*****,#439,14.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E01ADB787000001EC
200008,Experiment 008,Ghost,Rock,Phantom Abyss,125,Ghost,#409,20.00%,Reality Bend,125,Psychic,#406,14.00%,Quick Attack,40,Normal,#25,8.00%,Fossil Fury,55,Rock,#242,7.00%,Ancient Power,***,#247,14.00%,Paranoia,*****,#445,16.00%,Counter,#389,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E18938888000001ED
200009,Experiment 009,Ice,Normal,Hail Scatter,80,Ice,#422,16.00%,Clap Slap,45,Normal,#8,8.00%,Hailstorm Fury,70,Ice,#117,18.00%,Snuggle Tackle,70,Normal,#27,13.00%,Special Talent,****,#446,14.00%,Sub Zero,*****,#458,16.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2F795989000001EE
200010,Experiment 010,Dragonling,Flying,Gale Force Barrage,125,Flying,#405,13.00%,Aerial Assault,80,Flying,#181,16.00%,Dive Tackle,40,Flying,#187,7.00%,Dimensional Shredder,85,Dragon,#280,17.00%,Deafening Scream,***,#453,9.00%,Dragonfire Cloak,****,#467,17.00%,,,,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E465F2A8A000001EF
200011,Experiment 011,Bug,Cosmic,Insects Rising,125,Bug,#407,13.00%,Starlight Burst,80,Cosmic,#435,25.00%,Bug Brawl,40,Bug,#223,11.00%,Snuggle Tackle,70,Normal,#27,18.00%,Rapid Evolution,****,#464,16.00%,Infestation,****,#230,7.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5D44FB8B000001F0
200012,Experiment 012,Bug,Dark,Shadow Assault,80,Dark,#432,17.00%,Spine Strike,50,Bug,#215,16.00%,Crawler Clobber,85,Bug,#226,21.00%,Eternal Nightfall,85,Dark,#298,15.00%,Rapid Evolution,****,#464,8.00%,Total Darkness,*****,#468,7.00%,Burrow,#385,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E742ACC8C000001F1
200013,Experiment 013,Fire,Rock,Rock Shot,80,Rock,#429,14.00%,Heat Wave,50,Fire,#35,17.00%,Infernal Explosion,85,Fire,#46,15.00%,Digging Strike,55,Ground,#170,18.00%,Hellfire,*****,#454,16.00%,Direct Explosion,*****,#438,8.00%,,,,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8B109D8D000001F2
200014,Experiment 014,Cosmic,Ghost,Hyperspace Punch,120,Psychic,#204,9.00%,Cosmic Ray Beam,100,Cosmic,#345,13.00%,Cursed Cut,55,Ghost,#260,11.00%,Aurora Blast,55,Cosmic,#350,14.00%,Special Talent,****,#446,15.00%,Eerie Mist,*****,#466,10.00%,Illusion,#392,11.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA1F66E8E000001F3
200015,Experiment 015,Cosmic,Psychic,Dimensional Lazer,125,Cosmic,#396,17.00%,Brain Torment,80,Psychic,#427,22.00%,Lunar Wave,40,Cosmic,#349,9.00%,Aura Sphere Blast,70,Psychic,#207,12.00%,Sucker Punch,***,#448,12.00%,Awaken,****,#447,18.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB8DC3F8F000001F4
200016,Experiment 016,Ghost,Poison,Venom Nova,125,Poison,#403,13.00%,Toxic Spray,30,Poison,#142,10.00%,Ghostly Guillotine,85,Ghost,#262,8.00%,Sludge Cannon,55,Poison,#152,10.00%,Paranoia,*****,#445,12.00%,Toxic Wasteland,*****,#460,22.00%,,,,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECFC21090000001F5
200017,Experiment 017,Fire,Psychic,Fireball Storm,120,Fire,#42,24.00%,Fists of Fury,80,Fighting,#128,13.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Psychic Surge,55,Psychic,#206,11.00%,Telekinetic Shield,**,#210,6.00%,Disarm,*****,#441,13.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE6A7E191000001F6
200018,Experiment 018,Fairy,Psychic,Mystic Moonbeam,120,Fairy,#329,13.00%,Spectral Beam,50,Ghost,#252,18.00%,Obilivion Orb,70,Dark,#297,13.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Blind,*****,#442,16.00%,Alternate Dimension,****,#463,10.00%,,,,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFD8DB292000001F7
200019,Experiment 019,Flying,Ghost,Apparition Slam,80,Ghost,#430,11.00%,Dive Bomb,100,Flying,#184,14.00%,Jet Strike,55,Normal,#26,11.00%,Wraith Whip,70,Undead,#369,22.00%,Paranoia,*****,#445,8.00%,Dark Cloud,*****,#444,10.00%,Fly,#391,7.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E14738393000001F8
200020,Experiment 020,Dragonling,Electric,Voltage Overload,125,Electric,#401,13.00%,Arc Lightning,80,Electric,#421,17.00%,Supernova,70,Dragon,#279,10.00%,Talon Tornado,85,Flying,#190,11.00%,Dragon's Roar,***,#283,16.00%,Eye of the Storm,*****,#457,11.00%,,,,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2B595494000001F9
200021,Experiment 021,Electric,Ghost,Electro Storm,100,Electric,#93,24.00%,Spectral Beam,50,Ghost,#252,12.00%,Electro Ball,70,Electric,#99,15.00%,Shockwave Smash,85,Electric,#100,20.00%,Thunderous Roar,***,#103,6.00%,Eye of the Storm,*****,#457,12.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E423F2595000001FA
200022,Experiment 022,Fire,Electric,Napalm,125,Fire,#398,11.00%,Fire Ball,80,Fire,#418,12.00%,Electro Ball,70,Electric,#99,17.00%,Obilivion Orb,70,Dark,#297,15.00%,Dark Cloud,*****,#444,12.00%,Counter Attack,***,#449,6.00%,Dodge,#376,9.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5924F696000001FB
200023,Experiment 023,Ghost,Normal,Bump and Run,100,Normal,#20,15.00%,Death Hug,125,Normal,#397,16.00%,Malicious Pinch,70,Dark,#416,16.00%,Night Terror,70,Ghost,#261,19.00%,Paranoia,*****,#445,7.00%,Special Talent,****,#446,8.00%,,,,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E700AC797000001FC
200024,Experiment 024,Cosmic,Undead,Death Hug,125,Normal,#397,13.00%,Necro Blast,80,Undead,#436,19.00%,Solar Storm,70,Cosmic,#351,14.00%,Interstellar Impact,85,Cosmic,#352,19.00%,Space Time Warp,**,#354,13.00%,Lucky Comet,****,#471,7.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E86F09898000001FD
