#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%
612,Fractosaur,Dragonling,,Dragonic Dive,80,Dragon,#431,13.00%,Rampage,80,Dragon,#272,11.00%,Solar Storm,70,Cosmic,#351,14.00%,Drenching Downpour,85,Water,#64,16.00%,Dragonfire Cloak,****,#467,14.00%,Ice Wall,***,#121,10.00%,Protect,#377,10.00%,Miss,#1,22.00%
613,Nidel,Flying,Poison,Venomous Bite,50,Poison,#144,17.00%,Poisonous Whirlwind,80,Poison,#146,15.00%,Whirlwind Whack,70,Flying,#189,16.00%,Venom Pounce,70,Poison,#153,16.00%,Toxic Wasteland,*****,#460,10.00%,Sucker Punch,***,#448,15.00%,Protect,#377,15.00%,Miss,#1,11.00%
614,Soularon,Dragonling,Poison,Toxic Tornado,100,Poison,#148,20.00%,Tailwhip,50,Dragon,#270,15.00%,Blaze Rush,40,Dragon,#277,10.00%,Noxious Eruption,85,Poison,#154,19.00%,Deafening Scream,***,#453,11.00%,Strong Winds,*****,#462,13.00%,Protect,#377,14.00%,Miss,#1,12.00%
615,Pollup,Water,,Water Gun,50,Water,#53,5.00%,Tidal Wave,80,Water,#55,12.00%,Water Whip,55,Water,#62,12.00%,Bug Brawl,40,Bug,#223,14.00%,Briny Blast,****,#68,18.00%,Rapid Evolution,****,#464,17.00%,Dive,#387,13.00%,Miss,#1,22.00%
616,Frollug,Poison,Water,Hydro Cannon,80,Water,#56,15.00%,Acid Splash,80,Poison,#145,20.00%,Torrential Tempest,70,Water,#63,16.00%,Sludge Cannon,55,Poison,#152,6.00%,Venemous Vortex,****,#158,12.00%,Toxic Wasteland,*****,#460,11.00%,Protect,#377,11.00%,Miss,#1,20.00%
617,Amphibillup,Electric,Poison,Poison Spike,80,Poison,#424,10.00%,Electro Storm,100,Electric,#93,9.00%,Electro Ball,70,Electric,#99,17.00%,Spark Shuriken,55,Electric,#98,20.00%,Eye of the Storm,*****,#457,15.00%,Corrosive Vapors,**,#156,15.00%,Protect,#377,14.00%,Miss,#1,14.00%
618,Chompy,Ground,Rock,Rock Shot,80,Rock,#429,15.00%,Sandblast,50,Ground,#162,10.00%,Fossil Fury,55,Rock,#242,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Impenetrable Armour,****,#465,15.00%,Sandstorm Shield,****,#176,14.00%,Evade,#375,17.00%,Miss,#1,21.00%
619,Stompy,Ground,Rock,Jaw Crush,85,Normal,#16,13.00%,Earthquake,100,Ground,#165,17.00%,Tremor Shake,70,Ground,#171,16.00%,Geode Grenade,85,Rock,#244,19.00%,Knacker,**,#450,12.00%,Counter Attack,***,#449,11.00%,Protect,#377,10.00%,Miss,#1,12.00%
620,Shrubly,Grass,,Grass Whirlwind,50,Grass,#71,13.00%,Bramble Barrage,80,Grass,#73,15.00%,Blossom Blast,40,Grass,#79,15.00%,Pixie Power,40,Fairy,#331,9.00%,Leaf Wrap,*****,#443,20.00%,Special Talent,****,#446,16.00%,Protect,#377,11.00%,Miss,#1,12.00%
621,Stumporus,Grass,Ground,Thorn Blizzard,120,Grass,#77,22.00%,Seed Bomb,80,Grass,#74,11.00%,Tremor Shake,70,Ground,#171,13.00%,Digging Strike,55,Ground,#170,10.00%,Seed Scatter,***,#85,13.00%,Sandstorm Shield,****,#176,11.00%,Protect,#377,10.00%,Miss,#1,20.00%
622,Monguuze,Flying,Rock,Sandblast,50,Ground,#162,8.00%,Soaring Strike,80,Flying,#182,14.00%,Bedrock Blast,70,Rock,#243,17.00%,Geode Grenade,85,Rock,#244,17.00%,Feathered Fling,****,#194,10.00%,Quarry Coffin,****,#248,12.00%,Protect,#377,10.00%,Miss,#1,22.00%
623,Psydoll,Poison,Psychic,Venom Nova,125,Poison,#403,12.00%,Brain Torment,80,Psychic,#427,11.00%,Aura Sphere Blast,70,Psychic,#207,18.00%,Solar Storm,70,Cosmic,#351,16.00%,Disarm,*****,#441,10.00%,Blinding Light,**,#451,11.00%,Protect,#377,10.00%,Miss,#1,22.00%
624,Obsidi,Dragonling,Rock,Rock Shot,80,Rock,#429,16.00%,Stone Storm,80,Rock,#236,12.00%,Supernova,70,Dragon,#279,10.00%,Bedrock Blast,70,Rock,#243,15.00%,Ancient Rage,****,#284,16.00%,Deafening Scream,***,#453,14.00%,Dodge,#376,11.00%,Miss,#1,17.00%
625,Dragomite,Dragonling,Rock,Claw Crush,100,Dragon,#273,21.00%,Gemstone Missile,80,Rock,#235,14.00%,Dimensional Shredder,85,Dragon,#280,16.00%,Rock Power,75,Rock,#479,18.00%,Impenetrable Armour,****,#465,8.00%,Knacker,**,#450,8.00%,Protect,#377,11.00%,Miss,#1,15.00%
626,Bubboni,Fairy,Water,Hydro Cannon,80,Water,#56,17.00%,Tidal Wave,80,Water,#55,18.00%,Water Whip,55,Water,#62,10.00%,Flutter Fury,70,Fairy,#333,15.00%,Seafoam Shield,*,#65,12.00%,Special Talent,****,#446,15.00%,Protect,#377,12.00%,Miss,#1,13.00%
627,Bubstalion,Fairy,Water,Sparkle Burst,80,Fairy,#434,15.00%,Glittering Sweep,80,Fairy,#326,15.00%,Drenching Downpour,85,Water,#64,19.00%,Fairy Strike,55,Fairy,#332,10.00%,Knacker,**,#450,13.00%,Counter Attack,***,#449,11.00%,Protect,#377,10.00%,Miss,#1,17.00%
628,Lizi,Dragonling,,Skull Bash,80,Normal,#14,15.00%,Head Kick,70,Normal,#13,12.00%,Blaze Rush,40,Dragon,#277,15.00%,Jet Strike,55,Normal,#26,15.00%,Dragonfire Cloak,****,#467,15.00%,Ancient Rage,****,#284,17.00%,Protect,#377,11.00%,Miss,#1,11.00%
629,Lizarmour,Dragonling,,Claw Crush,100,Dragon,#273,17.00%,Rampage,80,Dragon,#272,8.00%,Talon Hammer,55,Dragon,#278,11.00%,Supernova,70,Dragon,#279,20.00%,Awaken,****,#447,18.00%,Scale Armour,**,#282,10.00%,Protect,#377,13.00%,Miss,#1,16.00%
630,Mekchomp,Dragonling,,Dragonic Dive,80,Dragon,#431,15.00%,Obliterating Breath,120,Dragon,#275,20.00%,Zap Kick,40,Electric,#97,11.00%,Blaze Rush,40,Dragon,#277,8.00%,Deafening Scream,***,#453,10.00%,Neck Snap,*****,#439,16.00%,Protect,#377,13.00%,Miss,#1,20.00%
631,Cosberry,Cosmic,Fairy,Twinkle Tackle,80,Fairy,#325,20.00%,Radiant Ray,100,Fairy,#328,9.00%,Fairy Strike,55,Fairy,#332,8.00%,Solar Storm,70,Cosmic,#351,12.00%,Cosmic Radiation,***,#355,11.00%,Counter Attack,***,#449,20.00%,Withdraw,#379,12.00%,Miss,#1,20.00%
632,Cosflower,Cosmic,Fairy,Black Hole Implosion,120,Cosmic,#347,22.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Solar Storm,70,Cosmic,#351,15.00%,Fairy Strike,55,Fairy,#332,11.00%,Lucky Comet,****,#471,8.00%,Dreamy Haze,*,#335,10.00%,Protect,#377,15.00%,Miss,#1,18.00%
633,Ambra,Rock,Steel,Boulder Barrage,50,Rock,#234,8.00%,Stone Storm,80,Rock,#236,13.00%,Alloy Attack,40,Steel,#313,10.00%,Fossil Fury,55,Rock,#242,9.00%,Steel Plague,****,#320,19.00%,Quarry Coffin,****,#248,17.00%,Protect,#377,10.00%,Miss,#1,24.00%
634,Rhynosaur,Rock,Steel,Rocky Rampage,100,Rock,#237,18.00%,Titan Steel Tempest,120,Steel,#312,14.00%,Bedrock Blast,70,Rock,#243,12.00%,Bolt Blade,70,Steel,#315,12.00%,Knacker,**,#450,11.00%,Iron Defense,**,#318,8.00%,Protect,#377,10.00%,Miss,#1,25.00%
635,Bloodwing,Dark,Flying,Shadow Assault,80,Dark,#432,17.00%,Feather Shot,80,Flying,#426,16.00%,Obilivion Orb,70,Dark,#297,11.00%,Malicious Pinch,70,Dark,#416,14.00%,Dark Cloud,*****,#444,12.00%,Roost,*,#191,11.00%,Protect,#377,15.00%,Miss,#1,19.00%
636,Darkub,Dark,Psychic,Hydro Cannon,80,Water,#56,12.00%,Midnight Maul,80,Dark,#289,13.00%,Water Whip,55,Water,#62,16.00%,Telepathic Tempest,85,Psychic,#208,19.00%,Aqua Veil,***,#67,15.00%,Dark Whispers,**,#300,11.00%,Protect,#377,10.00%,Miss,#1,14.00%
637,Kubking,Dark,Psychic,Waterfall Charge,100,Water,#57,14.00%,Tidal Wave,80,Water,#55,12.00%,Eternal Nightfall,85,Dark,#298,19.00%,Psychic Surge,55,Psychic,#206,11.00%,Special Talent,****,#446,16.00%,Seafoam Shield,*,#65,10.00%,Protect,#377,12.00%,Miss,#1,18.00%
638,Leafoli,Fighting,Grass,Razor Leaf,30,Grass,#70,6.00%,Grass Whirlwind,50,Grass,#71,10.00%,Psychic Surge,55,Psychic,#206,19.00%,Cyclone Kick,55,Flying,#188,21.00%,Strong Winds,*****,#462,14.00%,Awaken,****,#447,14.00%,Protect,#377,10.00%,Miss,#1,16.00%
639,Leafunny,Fighting,Grass,Aerial Assault,80,Flying,#181,10.00%,Solar Beam,100,Grass,#75,18.00%,Whirlwind Whack,70,Flying,#189,12.00%,Bolt Blade,70,Steel,#315,15.00%,Leaf Wrap,*****,#443,12.00%,Tailwind Boost,**,#192,10.00%,Backflip,#378,12.00%,Miss,#1,23.00%
640,Leafleap,Fighting,Grass,Forest Fury,100,Grass,#76,10.00%,Bramble Barrage,80,Grass,#73,9.00%,Flying Strike,75,Flying,#490,15.00%,Close Combat,85,Fighting,#136,16.00%,Pressure Point,*****,#440,14.00%,Petal Dance,*,#83,12.00%,Protect,#377,13.00%,Miss,#1,24.00%
641,Stingbee,Bug,Flying,Swarm,30,Bug,#214,9.00%,Soaring Strike,80,Flying,#182,15.00%,Chrysalid Charge,70,Bug,#225,14.00%,Cyclone Kick,55,Flying,#188,19.00%,Rapid Evolution,****,#464,15.00%,Infestation,****,#230,14.00%,Protect,#377,12.00%,Miss,#1,14.00%
642,Fairyfly,Bug,Fairy,Rapid Sting,80,Bug,#428,14.00%,Sparkle Burst,80,Fairy,#434,10.00%,Fairy Strike,55,Fairy,#332,11.00%,Heavenly Hurricane,85,Fairy,#334,21.00%,Metamorphosis Madness,***,#229,17.00%,Blinding Light,**,#451,12.00%,Protect,#377,10.00%,Miss,#1,15.00%
643,Aquabug,Bug,Water,Aqua Shot,80,Water,#419,12.00%,Whirlpool Vortex,120,Water,#60,17.00%,Rain Dance Rush,40,Water,#61,11.00%,Bug Strike,75,Bug,#491,10.00%,Rapid Evolution,****,#464,13.00%,Counter Attack,***,#449,18.00%,Protect,#377,11.00%,Miss,#1,19.00%
644,Zapcada,Bug,Electric,Sandblast,50,Ground,#162,10.00%,Chain Lightning,100,Electric,#510,20.00%,Electro Ball,70,Electric,#99,18.00%,Chrysalid Charge,70,Bug,#225,16.00%,Eye of the Storm,*****,#457,14.00%,Sticky Web,**,#228,8.00%,Fly,#391,14.00%,Miss,#1,14.00%
645,Geoslither,Psychic,Rock,Gemstone Missile,80,Rock,#235,15.00%,Stone Storm,80,Rock,#236,16.00%,Telepathic Tempest,85,Psychic,#208,17.00%,Psychic Surge,55,Psychic,#206,10.00%,Thought Scramble,****,#212,11.00%,Mind Control,***,#211,13.00%,Protect,#377,10.00%,Miss,#1,18.00%
646,Electajab,Electric,Fighting,Submission Slam,120,Fighting,#132,8.00%,Zap Cannon,80,Electric,#91,12.00%,Smack Down,70,Fighting,#135,16.00%,Retribution,75,Electric,#516,22.00%,Sucker Punch,***,#448,15.00%,Courageous Roar,**,#138,10.00%,Protect,#377,14.00%,Miss,#1,17.00%
647,Upperzap,Electric,Fighting,Voltage Overload,125,Electric,#401,20.00%,Pile Drive,80,Fighting,#423,16.00%,Electro Ball,70,Electric,#99,12.00%,Dark Punch,75,Dark,#485,8.00%,Special Talent,****,#446,16.00%,Surge Shield,*,#101,10.00%,Protect,#377,14.00%,Miss,#1,18.00%
648,Bassqua,Ice,Water,Hail Scatter,80,Ice,#422,18.00%,Jaw Crush,85,Normal,#16,12.00%,Water Power,75,Water,#474,16.00%,Torrential Tempest,70,Water,#63,16.00%,Oceanic Domain,*****,#455,14.00%,Bubble Barrier,**,#66,6.00%,Mirage,#383,13.00%,Miss,#1,18.00%
649,Froz,Electric,Ice,Hydro Cannon,80,Water,#56,18.00%,Electro Storm,100,Electric,#93,20.00%,Spark Shuriken,55,Electric,#98,15.00%,Ice Lance,75,Ice,#517,11.00%,Eye of the Storm,*****,#457,11.00%,Ice Wall,***,#121,14.00%,Protect,#377,12.00%,Miss,#1,11.00%
650,Illumigon,Dragon,Ghost,Phantom Abyss,125,Ghost,#409,15.00%,Ghastly Grapple,100,Ghost,#256,16.00%,Night Terror,70,Ghost,#261,18.00%,Supernova,70,Dragon,#279,15.00%,Paranoia,*****,#445,13.00%,Deafening Scream,***,#453,8.00%,Protect,#377,14.00%,Miss,#1,15.00%
651,Cosmice,Cosmic,Ice,Frost Nova,80,Ice,#109,21.00%,Blizzard Burst,50,Ice,#107,15.00%,Solar Storm,70,Cosmic,#351,16.00%,Psychic Surge,55,Psychic,#206,12.00%,Ice Wall,***,#121,10.00%,Sub Zero,*****,#458,15.00%,Protect,#377,12.00%,Miss,#1,11.00%
652,Larva,Bug,Fire,Rapid Sting,80,Bug,#428,22.00%,Insects Rising,125,Bug,#407,14.00%,Bug Brawl,40,Bug,#223,13.00%,Flame Whirlwind,70,Fire,#45,9.00%,Infestation,****,#230,18.00%,Molten Maelstrom,***,#49,13.00%,Protect,#377,12.00%,Miss,#1,11.00%
653,Magmug,Bug,Fire,Incinerate,100,Fire,#40,16.00%,Magma Blast,80,Fire,#38,13.00%,Tremor Shake,70,Ground,#171,14.00%,Chrysalid Charge,70,Bug,#225,16.00%,Leech,*,#227,13.00%,Dragonfire Cloak,****,#467,14.00%,Protect,#377,11.00%,Miss,#1,14.00%
654,Pyroth,Bug,Fire,X-Scissor Strike,100,Bug,#219,13.00%,Inferno Blitz,80,Fire,#37,20.00%,Fire Power,75,Fire,#473,11.00%,Spark Shuriken,55,Electric,#98,8.00%,Hellfire,*****,#454,15.00%,Sticky Web,**,#228,11.00%,Dodge,#376,11.00%,Miss,#1,22.00%
655,Spoxic,Bug,Poison,Venomous Bite,50,Poison,#144,15.00%,Acid Splash,80,Poison,#145,18.00%,Pincer Pinch,55,Bug,#224,14.00%,Sludge Cannon,55,Poison,#152,10.00%,Venemous Vortex,****,#158,15.00%,Toxic Wasteland,*****,#460,17.00%,Protect,#377,13.00%,Miss,#1,11.00%
656,Fangtox,Bug,Poison,Venom Nova,125,Poison,#403,12.00%,Web Shot Lunge,100,Bug,#220,10.00%,Crawler Clobber,85,Bug,#226,15.00%,Poisonous Puddle,40,Poison,#151,18.00%,Special Talent,****,#446,18.00%,Acid Rain,***,#157,15.00%,Protect,#377,12.00%,Miss,#1,12.00%
657,Liza,Bug,Dragonling,Tailwhip,50,Dragon,#270,11.00%,Rampage,80,Dragon,#272,16.00%,Bug Strike,75,Bug,#491,17.00%,Blaze Rush,40,Dragon,#277,16.00%,Dragonfire Cloak,****,#467,15.00%,Awaken,****,#447,15.00%,Protect,#377,13.00%,Miss,#1,10.00%
658,Driza,Bug,Dragonling,World-ending Fire,120,Dragon,#276,20.00%,X-Scissor Strike,100,Bug,#219,17.00%,Dimensional Shredder,85,Dragon,#280,14.00%,Chrysalid Charge,70,Bug,#225,10.00%,Knacker,**,#450,12.00%,Deafening Scream,***,#453,14.00%,Protect,#377,14.00%,Miss,#1,13.00%
659,Croccelerate,Electric,Undead,Necro Blast,80,Undead,#436,15.00%,Touch of Death,125,Undead,#414,23.00%,Spark Shuriken,55,Electric,#98,12.00%,Electro Ball,70,Electric,#99,15.00%,Necromancer's Grasp,***,#373,12.00%,Magnet Wave,**,#102,10.00%,Protect,#377,15.00%,Miss,#1,13.00%
660,Pixo,Electric,Fairy,Plasma Burst,50,Electric,#90,10.00%,Twinkle Tackle,80,Fairy,#325,17.00%,Electro Ball,70,Electric,#99,14.00%,Flutter Fury,70,Fairy,#333,12.00%,Shockwave Shield,****,#104,13.00%,Draining Kiss,***,#337,14.00%,Protect,#377,12.00%,Miss,#1,20.00%
661,Stormzo,Electric,Fairy,Electro Storm,100,Electric,#93,10.00%,Magical Mist,50,Fairy,#323,6.00%,Bolt Blade,70,Steel,#315,19.00%,Shockwave Smash,85,Electric,#100,18.00%,Soothing Voice,***,#452,16.00%,Blinding Light,**,#451,10.00%,Protect,#377,13.00%,Miss,#1,21.00%
662,Sharde,Ground,Ice,Frozen Spear,80,Ice,#110,16.00%,Ground Fissure,80,Ground,#425,15.00%,Ice Lance,75,Ice,#517,16.00%,Tremor Shake,70,Ground,#171,13.00%,Tectonic Divide,*****,#461,16.00%,Ice Wall,***,#121,9.00%,Protect,#377,10.00%,Miss,#1,15.00%
663,Tribali,Fairy,Undead,Twinkle Tackle,80,Fairy,#325,15.00%,Shadowy Sweep,80,Dark,#290,15.00%,Wraith Whip,70,Undead,#369,13.00%,Fairy Strike,55,Fairy,#332,11.00%,Death's Dominion,****,#374,14.00%,Deathly Curse,**,#372,18.00%,Protect,#377,11.00%,Miss,#1,14.00%
664,Fanati,Flying,Undead,Mystic Moonbeam,120,Fairy,#329,17.00%,Tombstone Tremor,80,Undead,#362,15.00%,Wraith Whip,70,Undead,#369,18.00%,Cyclone Kick,55,Flying,#188,8.00%,Death's Dominion,****,#374,15.00%,Gruesome Gaze,*,#371,12.00%,Protect,#377,10.00%,Miss,#1,15.00%
665,Detra,Flying,Undead,Fire Ball,80,Fire,#418,8.00%,Demonic Deluge,100,Undead,#364,14.00%,Undead Punch,75,Undead,#487,17.00%,Fairy Punch,75,Fairy,#486,18.00%,Sucker Punch,***,#448,16.00%,Confuse Ray,*,#29,11.00%,Riftwalk,#381,11.00%,Miss,#1,16.00%
666,Batking,Flying,Undead,Undead Wail,50,Undead,#359,13.00%,Corpse Explosion,80,Undead,#361,16.00%,Mighty Migraine,40,Psychic,#205,8.00%,Whirlwind Whack,70,Flying,#189,14.00%,Strong Winds,*****,#462,19.00%,Deathly Curse,**,#372,14.00%,Protect,#377,10.00%,Miss,#1,16.00%
667,Shimma,Fairy,Poison,Magical Mist,50,Fairy,#323,11.00%,Twinkle Tackle,80,Fairy,#325,23.00%,Poisonous Puddle,40,Poison,#151,8.00%,Flutter Fury,70,Fairy,#333,12.00%,Acid Rain,***,#157,16.00%,Shimmering Symphony,****,#338,15.00%,Protect,#377,10.00%,Miss,#1,15.00%
668,Toxflox,Fairy,Poison,Enchanted Mist,100,Fairy,#327,13.00%,Sparkle Burst,80,Fairy,#434,13.00%,Venom Pounce,70,Poison,#153,13.00%,Noxious Eruption,85,Poison,#154,16.00%,Awaken,****,#447,15.00%,Blinding Light,**,#451,12.00%,Block,#394,11.00%,Miss,#1,18.00%
669,Glowglox,Fairy,Poison,Acidic Avalanche,100,Poison,#147,18.00%,Sparkle Wave,50,Fairy,#324,14.00%,Poison Strike,75,Poison,#489,12.00%,Flutter Fury,70,Fairy,#333,20.00%,Special Talent,****,#446,11.00%,Counter Attack,***,#449,10.00%,Protect,#377,12.00%,Miss,#1,15.00%
670,Mechanogon,Dragon,Steel,Absolute Iron,125,Steel,#412,19.00%,Metal Fang,100,Steel,#309,8.00%,Steel Swipe,55,Steel,#314,10.00%,Talon Hammer,55,Dragon,#278,8.00%,Overdrive,*****,#469,10.00%,Tectonic Divide,*****,#461,11.00%,Decoy,#384,12.00%,Miss,#1,34.00%
671,Nebuloy,Steel,Undead,Heavy Cleave,100,Steel,#521,18.00%,Demonic Deluge,100,Undead,#364,19.00%,Eclipse Eruption,55,Dark,#296,13.00%,Deathly Dismemberment,85,Undead,#370,16.00%,Rust,*,#317,9.00%,Gruesome Gaze,*,#371,8.00%,Protect,#377,14.00%,Miss,#1,17.00%
672,Gasrin,Dragonling,Ghost,Dragonic Dive,80,Dragon,#431,18.00%,Shadow Assault,80,Dark,#432,12.00%,Cursed Cut,55,Ghost,#260,10.00%,Aura Sphere Blast,70,Psychic,#207,17.00%,Soul Drain,***,#265,20.00%,Haunting Curse,**,#264,11.00%,Protect,#377,11.00%,Miss,#1,12.00%
673,Lucent,Ghost,,Poltergeist Strike,50,Ghost,#251,8.00%,Ethereal Blast,80,Ghost,#254,13.00%,Nightmarish Nudge,40,Ghost,#259,15.00%,Obilivion Orb,70,Dark,#297,15.00%,Awaken,****,#447,13.00%,Ghostly Possession,****,#266,16.00%,Decoy,#384,14.00%,Miss,#1,20.00%
674,Apparish,Ghost,,Shadow Assault,80,Dark,#432,11.00%,Apparition Assault,100,Ghost,#255,13.00%,Aurora Blast,55,Cosmic,#350,16.00%,Night Terror,70,Ghost,#261,18.00%,Paranoia,*****,#445,14.00%,Phantom Scream,*,#263,11.00%,Protect,#377,14.00%,Miss,#1,17.00%
675,Darkvoir,Dark,Fairy,Sparkle Burst,80,Fairy,#434,15.00%,Enchanted Mist,100,Fairy,#327,16.00%,Obilivion Orb,70,Dark,#297,12.00%,Fairy Strike,55,Fairy,#332,9.00%,Soothing Voice,***,#452,17.00%,Knacker,**,#450,17.00%,Protect,#377,10.00%,Miss,#1,14.00%
676,Voipunny,Dark,Fairy,Twilight Takedown,50,Dark,#288,11.00%,Angelic Annihilation,120,Fairy,#330,19.00%,Psychic Surge,55,Psychic,#206,15.00%,Heavenly Hurricane,85,Fairy,#334,12.00%,Counter Attack,***,#449,15.00%,Frighten,*,#299,11.00%,Protect,#377,10.00%,Miss,#1,17.00%
677,Cursini,Ghost,Undead,Undead Wail,50,Undead,#359,8.00%,Poltergeist Strike,50,Ghost,#251,10.00%,Ghoulish Grab,40,Undead,#367,8.00%,Night Terror,70,Ghost,#261,13.00%,Paranoia,*****,#445,22.00%,Soul Drain,***,#265,15.00%,Shadow Swap,#382,13.00%,Miss,#1,24.00%
678,Curso,Ghost,Undead,Nightshade Strike,100,Undead,#363,24.00%,Ethereal Blast,80,Ghost,#254,16.00%,Decay Dive,55,Undead,#368,9.00%,Cursed Cut,55,Ghost,#260,13.00%,Soul Drain,***,#265,14.00%,Necromancer's Grasp,***,#373,14.00%,Protect,#377,14.00%,Miss,#1,10.00%
679,Curvoodoo,Ghost,Undead,Touch of Death,125,Undead,#414,19.00%,Necro Blast,80,Undead,#436,12.00%,Undead Punch,75,Undead,#487,17.00%,Nightmarish Nudge,40,Ghost,#259,10.00%,Blinding Light,**,#451,15.00%,Sucker Punch,***,#448,17.00%,Protect,#377,12.00%,Miss,#1,10.00%
680,Meltake,Poison,Undead,Toxic Tornado,100,Poison,#148,20.00%,Corpse Explosion,80,Undead,#361,15.00%,Poison Strike,75,Poison,#489,11.00%,Wraith Whip,70,Undead,#369,12.00%,Toxic Wasteland,*****,#460,17.00%,Gruesome Gaze,*,#371,10.00%,Dive,#387,14.00%,Miss,#1,15.00%
681,Spiribi,Fairy,Psychic,Zen Headbutt,80,Psychic,#200,11.00%,Sparkle Burst,80,Fairy,#434,16.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Fairy Punch,75,Fairy,#486,14.00%,Disarm,*****,#441,12.00%,Dreamy Haze,*,#335,11.00%,Protect,#377,10.00%,Miss,#1,22.00%
682,Metalmo,Fairy,Steel,Magical Mist,50,Fairy,#323,15.00%,Glittering Sweep,80,Fairy,#326,19.00%,Flutter Fury,70,Fairy,#333,12.00%,Steel Swipe,55,Steel,#314,8.00%,Steel Plague,****,#320,16.00%,Dreamy Haze,*,#335,16.00%,Protect,#377,10.00%,Miss,#1,14.00%
683,Allochrome,Fairy,Steel,Aqua Shot,80,Water,#419,17.00%,Sparkle Burst,80,Fairy,#434,11.00%,Alloy Attack,40,Steel,#313,12.00%,Steel Strike,75,Steel,#492,20.00%,Counter Attack,***,#449,9.00%,Knacker,**,#450,9.00%,Acrobatics,#393,11.00%,Miss,#1,22.00%
684,Parthrax,Bug,Undead,Claw Crush,100,Dragon,#273,16.00%,Tombstone Tremor,80,Undead,#362,15.00%,Wraith Whip,70,Undead,#369,15.00%,Pincer Pinch,55,Bug,#224,8.00%,Metamorphosis Madness,***,#229,18.00%,Counter Attack,***,#449,18.00%,Protect,#377,13.00%,Miss,#1,10.00%
685,Ghosto,Ghost,Poison,Ectoplasmic Explosion,80,Ghost,#253,15.00%,Spectral Beam,50,Ghost,#252,11.00%,Sludge Cannon,55,Poison,#152,9.00%,Venom Pounce,70,Poison,#153,16.00%,Eerie Mist,*****,#466,17.00%,Acid Rain,***,#157,17.00%,Protect,#377,10.00%,Miss,#1,15.00%
686,Possesa,Ghost,Poison,Ethereal Blast,80,Ghost,#254,13.00%,Apparition Slam,80,Ghost,#430,13.00%,Noxious Eruption,85,Poison,#154,17.00%,Ghostly Guillotine,85,Ghost,#262,20.00%,Sucker Punch,***,#448,12.00%,Corrosive Vapors,**,#156,10.00%,Protect,#377,15.00%,Miss,#1,15.00%
687,Shybee,Fairy,Ghost,Poltergeist Strike,50,Ghost,#251,11.00%,Magical Mist,50,Fairy,#323,11.00%,Night Terror,70,Ghost,#261,12.00%,Fairy Strike,55,Fairy,#332,12.00%,Ghostly Possession,****,#266,19.00%,Soul Drain,***,#265,18.00%,Shadow Swap,#382,13.00%,Miss,#1,17.00%
688,Wingsing,Fairy,Ghost,Apparition Slam,80,Ghost,#430,16.00%,Apparition Assault,100,Ghost,#255,19.00%,Fairy Strike,55,Fairy,#332,8.00%,Ghost Punch,75,Ghost,#483,17.00%,Paranoia,*****,#445,13.00%,Phantom Scream,*,#263,9.00%,Protect,#377,12.00%,Miss,#1,18.00%
689,Boneago,Dragonling,Undead,Demonic Deluge,100,Undead,#364,17.00%,Corpse Explosion,80,Undead,#361,12.00%,Decay Dive,55,Undead,#368,10.00%,Dimensional Shredder,85,Dragon,#280,17.00%,Eternal Graveyard,*****,#472,13.00%,Knacker,**,#450,10.00%,Protect,#377,12.00%,Miss,#1,21.00%
690,Diama,Fairy,Rock,Sparkle Burst,80,Fairy,#434,17.00%,Boulder Barrage,50,Rock,#234,10.00%,Fossil Fury,55,Rock,#242,12.00%,Fairy Strike,55,Fairy,#332,19.00%,Soothing Voice,***,#452,14.00%,Wonderland,****,#470,17.00%,Protect,#377,10.00%,Miss,#1,11.00%
691,Liadime,Fairy,Rock,Twinkle Tackle,80,Fairy,#325,16.00%,Radiant Ray,100,Fairy,#328,21.00%,Close Combat,85,Fighting,#136,14.00%,Fossil Fury,55,Rock,#242,10.00%,Blinding Light,**,#451,12.00%,Special Talent,****,#446,10.00%,Protect,#377,10.00%,Miss,#1,17.00%
692,Soulrem,Ghost,Psychic,Ethereal Blast,80,Ghost,#254,15.00%,Spectral Beam,50,Ghost,#252,10.00%,Eternal Nightfall,85,Dark,#298,19.00%,Psychic Surge,55,Psychic,#206,11.00%,Mind Control,***,#211,15.00%,Telekinetic Shield,**,#210,20.00%,Protect,#377,15.00%,Miss,#1,10.00%
693,Witcha,Ghost,Psychic,Fatal Sneak Attack,125,Fighting,#395,12.00%,Brain Torment,80,Psychic,#427,17.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Cursed Cut,55,Ghost,#260,12.00%,Phantom Scream,*,#263,11.00%,Sucker Punch,***,#448,14.00%,Protect,#377,10.00%,Miss,#1,14.00%
694,Grome,Ground,Undead,Sandblast,50,Ground,#162,10.00%,Sand Whip,80,Ground,#163,20.00%,Digging Strike,55,Ground,#170,12.00%,Decay Dive,55,Undead,#368,11.00%,Sandstorm Shield,****,#176,19.00%,Sand Pit Trap,***,#175,16.00%,Protect,#377,11.00%,Miss,#1,12.00%
